mias,inbreast,cbis_test,shift_pct,scale
0.7335640138408304,0.8868565455970734,0.7562302562302563,0,1.0
0.7573048827374086,0.8751850884069331,0.7551870051870052,5,1.0
0.7579777008842753,0.8778852016374881,0.7353554853554854,10,1.0
0.714725105728566,0.864471735911506,0.7321574821574822,15,1.0
0.7193387158785082,0.8445257381761171,0.7224659724659724,20,1.0
0.7505767012687428,0.8753592892605173,0.7496782496782496,0,0.85
0.7600922722029987,0.8612490201201987,0.7435942435942436,0,1.15
